,date,ID,Tag,co,humidity,light,lpg,motion,smoke,temp
0,2020-07-12 00:01:34.385974528,b8:27:eb:bf:9d:51,Multisensor,0.0049559386483912,51.0,False,0.0076508222705571,False,0.0204112701224129,22.7
1,2020-07-12 00:01:34.735567616,00:0f:00:70:91:0a,Multisensor,0.0028400886071015,76.0,False,0.005114383400977,False,0.0132748367048515,19.700000762939453
2,2020-07-12 00:01:38.073572864,b8:27:eb:bf:9d:51,Multisensor,0.0049760123404216,50.9,False,0.007673227406398,False,0.0204751255761782,22.6
3,2020-07-12 00:01:39.589145856,1c:bf:ce:15:ec:4d,Multisensor,0.0044030268296996,76.80000305175781,True,0.0070233371458773,False,0.0186282253770188,27.0
4,2020-07-12 00:01:41.761234944,b8:27:eb:bf:9d:51,Multisensor,0.0049673636419089,50.9,False,0.0076635772823724,False,0.0204476208102336,22.6
5,2020-07-12 00:01:44.468410624,1c:bf:ce:15:ec:4d,Multisensor,0.0043910039545833,77.9000015258789,True,0.0070094585431387,False,0.0185889075400507,27.0
6,2020-07-12 00:01:45.448863488,b8:27:eb:bf:9d:51,Multisensor,0.0049760251182241,50.9,False,0.0076732416602977,False,0.0204751662043622,22.6
7,2020-07-12 00:01:46.869075968,00:0f:00:70:91:0a,Multisensor,0.0029381156266604,76.0,False,0.0052414818417311,False,0.0136275211320191,19.700000762939453
8,2020-07-12 00:01:48.275381504,1c:bf:ce:15:ec:4d,Multisensor,0.0043454713595732,77.9000015258789,True,0.0069568023772355,False,0.0184397819021168,27.0
9,2020-07-12 00:01:49.136686848,b8:27:eb:bf:9d:51,Multisensor,0.0049702557644185,50.9,False,0.0076668047981169,False,0.0204568196070641,22.6
10,2020-07-12 00:01:52.798518016,b8:27:eb:bf:9d:51,Multisensor,0.0049602086559659,50.9,False,0.0076555903135563,False,0.0204248581520852,22.6
11,2020-07-12 00:01:55.288542464,1c:bf:ce:15:ec:4d,Multisensor,0.0043830438373499,78.0,True,0.0070002640007672,False,0.0185628624857915,27.0
12,2020-07-12 00:01:56.498260480,b8:27:eb:bf:9d:51,Multisensor,0.004971644949355,50.9,False,0.0076683548991553,False,0.020461237669931,22.6
13,2020-07-12 00:01:59.098013696,1c:bf:ce:15:ec:4d,Multisensor,0.0044514976308125,78.0,True,0.0070791835001313,False,0.0187864905644235,27.0
14,2020-07-12 00:02:00.184931072,b8:27:eb:bf:9d:51,Multisensor,0.0049645645184779,50.9,False,0.0076604530556132,False,0.0204387166506673,22.6
15,2020-07-12 00:02:02.785731840,00:0f:00:70:91:0a,Multisensor,0.0029050147565559,75.80000305175781,False,0.0051986974792943,False,0.0135087333295562,19.700000762939453
16,2020-07-12 00:02:03.872619520,b8:27:eb:bf:9d:51,Multisensor,0.004975983419764,50.9,False,0.0076731951447764,False,0.0204750336202321,22.6
17,2020-07-12 00:02:07.560188416,b8:27:eb:bf:9d:51,Multisensor,0.0049602086559659,50.9,False,0.0076555903135563,False,0.0204248581520852,22.6
18,2020-07-12 00:02:09.374152960,1c:bf:ce:15:ec:4d,Multisensor,0.0044393227660596,77.9000015258789,True,0.007065171934738,False,0.0187467746098437,27.0
19,2020-07-12 00:02:11.247800832,b8:27:eb:bf:9d:51,Multisensor,0.0049561192016563,50.9,False,0.0076510239057846,False,0.020411844733363,22.6
20,2020-07-12 00:02:11.476376320,00:0f:00:70:91:0a,Multisensor,0.0029381156266604,75.80000305175781,False,0.0052414818417311,False,0.0136275211320191,19.700000762939453
21,2020-07-12 00:02:13.717256192,1c:bf:ce:15:ec:4d,Multisensor,0.0043910039545833,77.9000015258789,True,0.0070094585431387,False,0.0185889075400507,27.0
22,2020-07-12 00:02:14.935363072,b8:27:eb:bf:9d:51,Multisensor,0.0049517303762111,50.8,False,0.0076461220516142,False,0.0203978759436991,22.6
23,2020-07-12 00:02:15.289086464,00:0f:00:70:91:0a,Multisensor,0.0028400886071015,76.0,False,0.005114383400977,False,0.0132748367048515,19.700000762939453
24,2020-07-12 00:02:18.622982656,b8:27:eb:bf:9d:51,Multisensor,0.0049616473710871,50.9,False,0.0076571965785195,False,0.0204294358363917,22.6
25,2020-07-12 00:02:19.641452544,00:0f:00:70:91:0a,Multisensor,0.0028400886071015,76.0,False,0.005114383400977,False,0.0132748367048515,19.799999237060547
26,2020-07-12 00:02:19.665980672,1c:bf:ce:15:ec:4d,Multisensor,0.0043810606493712,77.9000015258789,True,0.0069979725489724,False,0.0185563719344664,27.0
