,date,ID,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Tag
0,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,27.004763700000005,25.0607889,0.0,Powerplant
1,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.880811433333328,24.421868833333328,0.0,Powerplant
2,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.682055344827592,24.427290310344823,0.0,Powerplant
3,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.500588900000004,24.4206776,0.0,Powerplant
4,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.596148,25.088210413793107,0.0,Powerplant
5,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.512740033333333,25.31796966666667,0.0,Powerplant
6,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.494338966666664,25.217192533333336,0.0,Powerplant
7,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.420410206896552,25.065062310344832,0.0,Powerplant
8,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.401946133333333,24.691469366666656,0.0,Powerplant
9,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.22607820689656,24.55948079310345,0.0,Powerplant
10,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.2603992,24.482406633333337,0.0,Powerplant
11,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.2978261,24.4886982,0.0,Powerplant
12,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.328249103448275,24.50628962068966,0.0,Powerplant
13,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.15870973333333,24.595197433333333,0.0,Powerplant
14,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.078499333333333,24.801314366666663,0.0,Powerplant
15,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,26.00130396551724,24.60781744827586,0.0,Powerplant
16,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,25.6972106,24.626179,0.0,Powerplant
17,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,25.6277024137931,24.773145068965515,0.0,Powerplant
18,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,25.482045785714284,24.796690750000003,0.0,Powerplant
19,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,25.23093168965517,24.43690427586207,0.0,Powerplant
20,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,25.1175986,24.104579633333337,0.0,Powerplant
21,2020-05-15 00:00:00,4136001,0.0,0.0,9425.0,2429011.0,25.0918621,23.897232,0.0,Powerplant
22,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,27.004763700000005,25.0607889,0.0,Powerplant
23,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.880811433333328,24.421868833333328,0.0,Powerplant
24,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.682055344827592,24.427290310344823,0.0,Powerplant
25,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.500588900000004,24.4206776,0.0,Powerplant
26,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.596148,25.088210413793107,0.0,Powerplant
27,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.512740033333333,25.31796966666667,0.0,Powerplant
28,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.494338966666664,25.217192533333336,0.0,Powerplant
29,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.420410206896552,25.065062310344832,0.0,Powerplant
30,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.401946133333333,24.691469366666656,0.0,Powerplant
31,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.22607820689656,24.55948079310345,0.0,Powerplant
32,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.2603992,24.482406633333337,0.0,Powerplant
33,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.2978261,24.4886982,0.0,Powerplant
34,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.328249103448275,24.50628962068966,0.0,Powerplant
35,2020-05-15 00:00:00,4136001,0.0,0.0,0.0,1215278736.0,26.15870973333333,24.595197433333333,0.0,Powerplant
