,date,ID,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Tag
0,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,25.184316133333333,22.8575074,0.0,Powerplant
1,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,25.08458866666667,22.761667866666663,0.0,Powerplant
2,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.935752600000004,22.59230553333333,0.0,Powerplant
3,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.8461304,22.36085213333333,0.0,Powerplant
4,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.621525357142858,22.165422642857145,0.0,Powerplant
5,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.5360922,21.968570866666667,0.0,Powerplant
6,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.638673866666664,22.352925666666668,0.0,Powerplant
7,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.87302233333333,23.1609192,0.0,Powerplant
8,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.936930466666663,23.026113,0.0,Powerplant
9,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,25.0122476,23.343229266666665,0.0,Powerplant
10,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,25.00514933333333,23.639459266666663,0.0,Powerplant
11,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.993019533333328,24.0394858,0.0,Powerplant
12,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,25.016309428571425,24.384135571428573,0.0,Powerplant
13,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.985215266666664,24.35150773333333,0.0,Powerplant
14,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.93773193333333,24.060296533333336,0.0,Powerplant
15,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.87909953333333,23.709794133333336,0.0,Powerplant
16,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.6789022,22.58994153333333,0.0,Powerplant
17,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.3519308,21.78364253333333,0.0,Powerplant
18,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.0626222,21.85252493333333,0.0,Powerplant
19,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.013224200000003,22.306315,0.0,Powerplant
20,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6259559.0,24.1771058,22.551908466666664,0.0,Powerplant
21,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,25.184316133333333,22.8575074,0.0,Powerplant
22,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,25.08458866666667,22.761667866666663,0.0,Powerplant
23,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.935752600000004,22.59230553333333,0.0,Powerplant
24,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.8461304,22.36085213333333,0.0,Powerplant
25,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.621525357142858,22.165422642857145,0.0,Powerplant
26,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.5360922,21.968570866666667,0.0,Powerplant
27,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.638673866666664,22.352925666666668,0.0,Powerplant
28,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.87302233333333,23.1609192,0.0,Powerplant
29,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.936930466666663,23.026113,0.0,Powerplant
30,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,25.0122476,23.343229266666665,0.0,Powerplant
31,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,25.00514933333333,23.639459266666663,0.0,Powerplant
32,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.993019533333328,24.0394858,0.0,Powerplant
33,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,25.016309428571425,24.384135571428573,0.0,Powerplant
34,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.985215266666664,24.35150773333333,0.0,Powerplant
35,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.93773193333333,24.060296533333336,0.0,Powerplant
36,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.87909953333333,23.709794133333336,0.0,Powerplant
37,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.6789022,22.58994153333333,0.0,Powerplant
38,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.3519308,21.78364253333333,0.0,Powerplant
39,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.0626222,21.85252493333333,0.0,Powerplant
40,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.013224200000003,22.306315,0.0,Powerplant
41,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6183645.0,24.1771058,22.551908466666664,0.0,Powerplant
42,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6987759.0,25.184316133333333,22.8575074,0.0,Powerplant
43,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6987759.0,25.08458866666667,22.761667866666663,0.0,Powerplant
44,2020-05-15 00:00:00,4135001,0.0,0.0,0.0,6987759.0,24.935752600000004,22.59230553333333,0.0,Powerplant
